56,"Alytus",54.39635,24.04142,89
56,"Daugai",54.36667,24.33333,142
56,"Druskininkai",54.01573,23.98703,97
56,"Lazdijai",54.23326,23.51466,124
56,"Matuizos",54.2753,24.68003,133
56,"Simnas",54.382,23.646,96
56,"Varėna",54.21546,24.57538,128
56,"Veisiejai",54.1011,23.69614,119
57,"Akademija (Kaunas)",54.8964,23.82411,75
57,"Aleksotas",54.88037,23.90842,73
57,"Ariogala",55.262,23.477,80
57,"Birštonas",54.608,24.034,56
57,"Dainava (Kaunas)",54.91525,23.96831,70
57,"Dotnuva",55.36832,23.88408,59
57,"Eiguliai",54.93133,23.93243,69
57,"Ežerėlis",54.88315,23.60396,72
57,"Garliava",54.82139,23.8713,72
57,"Jieznas",54.59937,24.17593,110
57,"Jonava",55.08014,24.27544,67
57,"Kačerginė",54.93321,23.71605,26
57,"Kaišiadorys",54.86528,24.46815,82
57,"Karmėlava",54.97055,24.06182,63
57,"Kaunas",54.90272,23.90961,74
57,"Kėdainiai",55.28782,23.97275,39
57,"Kulautuva",54.94212,23.64218,34
57,"Linksmakalnis",54.75792,23.92848,66
57,"Mastaiciai",54.81998,23.84462,77
57,"Noreikiškės",54.88737,23.84771,70
57,"Prienai",54.636,23.94585,59
57,"Ramučiai",54.9483,24.0305,74
57,"Raseiniai",55.37973,23.12386,93
57,"Sargėnai",54.94933,23.88316,90
57,"Šėta",55.28063,24.25423,64
57,"Šilainiai",54.92911,23.88599,68
57,"Vilkija",55.04609,23.58552,81
57,"Žiežmariai",54.80725,24.44073,81
58,"Gargždai",55.70951,21.39441,27
58,"Juodkrantė",55.53727,21.11802,-1
58,"Klaipėda",55.7068,21.13912,6
58,"Kretinga",55.8888,21.24448,25
58,"Neringa",55.37194,21.06472,-1
58,"Nida",55.3086,20.99651,31
58,"Palanga",55.9175,21.06861,5
58,"Pervalka",55.41486,21.09774,3
58,"Priekulė",55.55427,21.31903,13
58,"Rusnė",55.2982,21.3712,0
58,"Salantai",56.0565,21.5689,59
58,"Silute",55.34889,21.48306,8
58,"Skuodas",56.27057,21.53208,25
58,"Šventoji",56.0261,21.08411,3
58,"Žemaičių Naumiestis",55.35941,21.70364,23
59,"Gelgaudiškis",55.07688,22.97699,53
59,"Kalvarija",54.417,23.223,111
59,"Kazlų Rūda",54.749,23.49,69
59,"Kudirkos Naumiestis",54.77353,22.86138,40
59,"Kybartai",54.63858,22.76316,56
59,"Marijampolė",54.55991,23.35412,69
59,"Šakiai",54.95339,23.04779,50
59,"Vilkaviskis",54.65167,23.03222,55
59,"Virbalis",54.62858,22.82272,54
60,"Birzai",56.2,24.75,53
60,"Juodupė",56.087,25.607,107
60,"Kupiskis",55.84027,24.97976,96
60,"Naujamiestis",55.68691,24.15369,49
60,"Obeliai",55.96895,25.15648,91
60,"Pandėlys",56.0265,25.2264,90
60,"Panevėžys",55.73333,24.35,52
60,"Pasvalys",56.06251,24.39965,30
60,"Ramygala",55.514,24.3,57
60,"Rokiškis",55.95867,25.59466,137
60,"Vabalninkas",55.98151,24.74828,64
61,"Akmenė",56.25,22.75,73
61,"Joniškis",56.23939,23.61541,50
61,"Kelmė",55.63009,22.9349,131
